transaction_id,date,produit,quantite,prix_unitaire,client_id,ville,region,canal_vente,mode_paiement,statut,montant_total
TXN002641,2023-08-09 00:00:00,Igname,58,2468,CLI0117,Tône,Savanes,Vente directe,Espèces,Livrée,143144
TXN002642,2023-08-09 02:00:00,Igname,58,2357,CLI0425,Kara,Kara,Coopérative,Virement,En cours,136706
TXN002643,2023-08-09 04:00:00,Riz,96,2000,CLI0021,Lomé,Maritime,Marché local,Mobile Money,En cours,192000
TXN002644,2023-08-09 06:00:00,Soja,57,239,CLI0079,Lomé,Maritime,Vente directe,Espèces,Livrée,13623
TXN002645,2023-08-09 08:00:00,Arachide,7,1682,CLI0108,Sokodé,Centrale,Vente directe,Crédit,Annulée,11774
TXN002646,2023-08-09 10:00:00,Arachide,39,2049,CLI0271,Bassar,Centrale,Coopérative,Chèque,En cours,79911
TXN002647,2023-08-09 12:00:00,Riz,78,1022,CLI0476,Tône,Savanes,Export,Virement,Livrée,79716
TXN002648,2023-08-09 14:00:00,Sorgho,58,660,CLI0070,Aného,Maritime,Vente directe,Virement,Livrée,38280
TXN002649,2023-08-09 16:00:00,Arachide,56,1341,CLI0387,Aného,Maritime,Marché local,Chèque,En cours,75096
TXN002650,2023-08-09 18:00:00,Riz,15,416,CLI0166,Kara,Kara,Export,Chèque,Livrée,6240
TXN002651,2023-08-09 20:00:00,Arachide,44,1940,CLI0058,Atakpamé,Plateaux,Export,Crédit,Livrée,85360
TXN002652,2023-08-09 22:00:00,Manioc,12,2324,CLI0451,Niamtougou,Kara,Export,Chèque,Livrée,27888
TXN002653,2023-08-10 00:00:00,Arachide,8,1644,CLI0245,Kara,Kara,Vente directe,Virement,Livrée,13152
TXN002654,2023-08-10 02:00:00,Maïs,80,1395,CLI0045,Dapaong,Savanes,Marché local,Crédit,Livrée,111600
TXN002655,2023-08-10 04:00:00,Riz,41,1351,CLI0383,Tchamba,Centrale,Coopérative,Chèque,Livrée,55391
TXN002656,2023-08-10 06:00:00,Haricot,34,573,CLI0071,Niamtougou,Kara,Grossiste,Crédit,Livrée,19482
TXN002657,2023-08-10 08:00:00,Igname,46,853,CLI0239,Niamtougou,Kara,Grossiste,Crédit,En cours,39238
TXN002658,2023-08-10 10:00:00,Soja,88,1103,CLI0108,Sokodé,Centrale,Export,Espèces,Livrée,97064
TXN002659,2023-08-10 12:00:00,Riz,29,943,CLI0208,Lomé,Maritime,Grossiste,Chèque,Livrée,27347
TXN002660,2023-08-10 14:00:00,Sorgho,16,1052,CLI0302,Cinkassé,Savanes,Grossiste,Espèces,Livrée,16832
TXN002661,2023-08-10 16:00:00,Arachide,5,1970,CLI0430,Bassar,Centrale,Vente directe,Virement,Livrée,9850
TXN002662,2023-08-10 18:00:00,Riz,5,1030,CLI0348,Niamtougou,Kara,Coopérative,Crédit,Livrée,5150
TXN002663,2023-08-10 20:00:00,Manioc,30,1761,CLI0107,Niamtougou,Kara,Grossiste,Virement,En cours,52830
TXN002664,2023-08-10 22:00:00,Riz,50,1172,CLI0406,Kara,Kara,Coopérative,Crédit,En cours,58600
TXN002665,2023-08-11 00:00:00,Manioc,5,1493,CLI0256,Tône,Savanes,Grossiste,Chèque,Annulée,7465
TXN002666,2023-08-11 02:00:00,Igname,13,1552,CLI0301,Cinkassé,Savanes,Export,Mobile Money,En cours,20176
TXN002667,2023-08-11 04:00:00,Igname,99,1518,CLI0145,Kara,Kara,Export,Chèque,Retardée,150282
TXN002668,2023-08-11 06:00:00,Arachide,49,321,CLI0357_DUP,Kara,Kara,Coopérative,Crédit,Livrée,15729
TXN002669,2023-08-11 08:00:00,Soja,89,358,CLI0360,Cinkassé,Savanes,Coopérative,Mobile Money,Livrée,31862
TXN002670,2023-08-11 10:00:00,Arachide,50,506,CLI0357_DUP,Niamtougou,Kara,Coopérative,Mobile Money,Annulée,25300
TXN002671,2023-08-11 12:00:00,Sorgho,14,1312,CLI0484,Tchamba,Centrale,Coopérative,Chèque,Retardée,18368
TXN002672,2023-08-11 14:00:00,Maïs,46,950,CLI0190,Niamtougou,Kara,Marché local,Virement,Livrée,43700
TXN002673,2023-08-11 16:00:00,Soja,90,1261,CLI0296,Kpalimé,Plateaux,Export,Chèque,Livrée,113490
TXN002674,2023-08-11 18:00:00,Soja,82,2096,CLI0093,Cinkassé,Savanes,Grossiste,Crédit,Livrée,171872
TXN002675,2023-08-11 20:00:00,Igname,84,790,CLI0130,Dapaong,Savanes,Marché local,Virement,Livrée,66360
TXN002676,2023-08-11 22:00:00,Maïs,34,2080,CLI0484,Atakpamé,Plateaux,Coopérative,Crédit,Livrée,70720
TXN002677,2023-08-12 00:00:00,Riz,71,545,CLI0409,Kara,Kara,Grossiste,Virement,Livrée,38695
TXN002678,2023-08-12 02:00:00,Arachide,47,348,CLI0341,Niamtougou,Kara,Export,Espèces,Annulée,16356
TXN002679,2023-08-12 04:00:00,Riz,60,1239,CLI0214,Kpalimé,Plateaux,Coopérative,Virement,Livrée,74340
TXN002680,2023-08-12 06:00:00,Riz,74,1590,CLI0330,Atakpamé,Plateaux,Vente directe,Espèces,Livrée,117660
TXN002681,2023-08-12 08:00:00,Arachide,79,980,CLI0175,Aného,Maritime,Coopérative,Crédit,Livrée,77420
TXN002682,2023-08-12 10:00:00,Sorgho,81,317,CLI0444,Bassar,Centrale,Grossiste,Chèque,Livrée,25677
TXN002683,2023-08-12 12:00:00,Soja,11,903,CLI0201,Bassar,Centrale,Export,Crédit,Annulée,9933
TXN002684,2023-08-12 14:00:00,Manioc,98,487,CLI0098,Tchamba,Centrale,Coopérative,Chèque,Livrée,47726
TXN002685,2023-08-12 16:00:00,Maïs,91,1574,CLI0103,Cinkassé,Savanes,Export,Espèces,En cours,143234
TXN002686,2023-08-12 18:00:00,Soja,85,2224,CLI0151,Kara,Kara,Marché local,Chèque,Livrée,189040
TXN002687,2023-08-12 20:00:00,Riz,95,642,CLI0268,Tône,Savanes,Vente directe,Crédit,Livrée,60990
TXN002688,2023-08-12 22:00:00,Maïs,50,1100,CLI0352,Lomé,Maritime,Marché local,Crédit,Livrée,55000
TXN002689,2023-08-13 00:00:00,Manioc,4,500,CLI0467,Kara,Kara,Vente directe,Crédit,Livrée,2000
TXN002690,2023-08-13 02:00:00,Soja,41,449,CLI0278,Kara,Kara,Marché local,Virement,Annulée,18409
TXN002691,2023-08-13 04:00:00,Soja,59,2157,CLI0016,Sokodé,Centrale,Export,Crédit,En cours,127263
TXN002692,2023-08-13 06:00:00,Sorgho,60,1966,CLI0456,Dapaong,Savanes,Export,Virement,Annulée,117960
TXN002693,2023-08-13 08:00:00,Soja,81,1738,CLI0179,Dapaong,Savanes,Marché local,Mobile Money,En cours,140778
TXN002694,2023-08-13 10:00:00,Soja,62,885,CLI0134,Tchamba,Centrale,Grossiste,Espèces,En cours,54870
TXN002695,2023-08-13 12:00:00,Manioc,84,1197,CLI0258,Dapaong,Savanes,Marché local,Mobile Money,Livrée,100548
TXN002696,2023-08-13 14:00:00,Manioc,25,605,CLI0062,Kara,Kara,Coopérative,Mobile Money,Annulée,15125
TXN002697,2023-08-13 16:00:00,Maïs,87,443,CLI0482,Kpalimé,Plateaux,Grossiste,Virement,Livrée,38541
TXN002698,2023-08-13 18:00:00,Riz,79,2367,CLI0477,Kpalimé,Plateaux,Export,Virement,Livrée,186993
TXN002699,2023-08-13 20:00:00,Manioc,33,1805,CLI0042,Niamtougou,Kara,Marché local,Espèces,Livrée,59565
TXN002700,2023-08-13 22:00:00,Maïs,19,632,CLI0373,Tône,Savanes,Grossiste,Espèces,Livrée,12008
TXN002701,2023-08-14 00:00:00,Soja,57,382,CLI0373,Kpalimé,Plateaux,Coopérative,Espèces,Livrée,21774
TXN002702,2023-08-14 02:00:00,Igname,15,1684,CLI0299,Kpalimé,Plateaux,Vente directe,Crédit,Livrée,25260
TXN002703,2023-08-14 04:00:00,Maïs,41,1341,CLI0052,Cinkassé,Savanes,Export,Crédit,En cours,54981
TXN002704,2023-08-14 06:00:00,Igname,69,230,CLI0379,Niamtougou,Kara,Grossiste,Espèces,Livrée,15870
TXN002705,2023-08-14 08:00:00,Maïs,80,1372,CLI0312,Tône,Savanes,Grossiste,Virement,Livrée,109760
TXN002706,2023-08-14 10:00:00,Maïs,60,1496,CLI0059,Atakpamé,Plateaux,Grossiste,Mobile Money,Annulée,89760
TXN002707,2023-08-14 12:00:00,Igname,96,2103,CLI0304,Aného,Maritime,Marché local,Espèces,Retardée,201888
TXN002708,2023-08-14 14:00:00,Arachide,22,301,CLI0035,Dapaong,Savanes,Export,Espèces,Livrée,6622
TXN002709,2023-08-14 16:00:00,Maïs,43,1295,CLI0493,Kpalimé,Plateaux,Export,Mobile Money,Livrée,55685
TXN002710,2023-08-14 18:00:00,Igname,32,1928,CLI0491,Kara,Kara,Marché local,Chèque,Livrée,61696
TXN002711,2023-08-14 20:00:00,Manioc,13,1590,CLI0221,Aného,Maritime,Marché local,Espèces,Livrée,20670
TXN002712,2023-08-14 22:00:00,Haricot,38,1029,CLI0123,Tchamba,Centrale,Marché local,Espèces,Livrée,39102
TXN002713,2023-08-15 00:00:00,Haricot,26,817,CLI0102,Kpalimé,Plateaux,Coopérative,Crédit,Livrée,21242
TXN002714,2023-08-15 02:00:00,Haricot,81,490,CLI0372_DUP,Dapaong,Savanes,Grossiste,Mobile Money,Livrée,39690
TXN002715,2023-08-15 04:00:00,Haricot,5,380,CLI0313,Sokodé,Centrale,Coopérative,Espèces,En cours,1900
TXN002716,2023-08-15 06:00:00,Arachide,49,2361,CLI0395_DUP,Dapaong,Savanes,Export,Espèces,Livrée,115689
TXN002717,2023-08-15 08:00:00,Riz,97,1461,CLI0494,Aného,Maritime,Marché local,Chèque,Livrée,141717
TXN002718,2023-08-15 10:00:00,Igname,91,459,CLI0199,Atakpamé,Plateaux,Grossiste,Mobile Money,En cours,41769
TXN002719,2023-08-15 12:00:00,Maïs,5,2491,CLI0407_DUP,Kpalimé,Plateaux,Vente directe,Espèces,Annulée,12455
TXN002720,2023-08-15 14:00:00,Sorgho,71,534,CLI0330,Lomé,Maritime,Grossiste,Chèque,Livrée,37914
TXN002721,2023-08-15 16:00:00,Haricot,48,1246,CLI0327,Dapaong,Savanes,Vente directe,Espèces,Livrée,59808
TXN002722,2023-08-15 18:00:00,Soja,18,2096,CLI0010,Tchamba,Centrale,Grossiste,Virement,Livrée,37728
TXN002723,2023-08-15 20:00:00,Haricot,95,470,CLI0127,Dapaong,Savanes,Marché local,Chèque,Livrée,44650
TXN002724,2023-08-15 22:00:00,Haricot,6,1607,CLI0231,Tône,Savanes,Vente directe,Virement,Livrée,9642
TXN002725,2023-08-16 00:00:00,Soja,66,1600,CLI0015,Tône,Savanes,Vente directe,Espèces,Livrée,105600
TXN002726,2023-08-16 02:00:00,Arachide,77,1209,CLI0487,Tchamba,Centrale,Export,Chèque,Livrée,93093
TXN002727,2023-08-16 04:00:00,Soja,42,1661,CLI0442,Tône,Savanes,Grossiste,Mobile Money,Annulée,69762
TXN002728,2023-08-16 06:00:00,Soja,52,1804,CLI0274,Cinkassé,Savanes,Coopérative,Crédit,Livrée,93808
TXN002729,2023-08-16 08:00:00,Arachide,11,331,CLI0003,Cinkassé,Savanes,Coopérative,Espèces,Annulée,3641
TXN002730,2023-08-16 10:00:00,Soja,26,1944,CLI0326,Cinkassé,Savanes,Export,Chèque,Livrée,50544
TXN002731,2023-08-16 12:00:00,Maïs,21,1745,CLI0253,Aného,Maritime,Export,Virement,Livrée,36645
TXN002732,2023-08-16 14:00:00,Haricot,66,334,CLI0055,Atakpamé,Plateaux,Export,Chèque,Livrée,22044
TXN002733,2023-08-16 16:00:00,Riz,40,966,CLI0448,Aného,Maritime,Marché local,Mobile Money,Livrée,38640
TXN002734,2023-08-16 18:00:00,Arachide,56,969,CLI0297,Tchamba,Centrale,Marché local,Chèque,Livrée,54264
TXN002735,2023-08-16 20:00:00,Sorgho,51,2341,CLI0373,Tône,Savanes,Marché local,Virement,Livrée,119391
TXN002736,2023-08-16 22:00:00,Arachide,20,2107,CLI0469,Atakpamé,Plateaux,Marché local,Espèces,Annulée,42140
TXN002737,2023-08-17 00:00:00,Manioc,81,1464,CLI0136,Sokodé,Centrale,Export,Virement,Annulée,118584
TXN002738,2023-08-17 02:00:00,Sorgho,80,1972,CLI0246,Tône,Savanes,Export,Virement,En cours,157760
TXN002739,2023-08-17 04:00:00,Manioc,57,364,CLI0070,Tône,Savanes,Marché local,Virement,Livrée,20748
TXN002740,2023-08-17 06:00:00,Igname,5,524,CLI0481,Cinkassé,Savanes,Marché local,Crédit,Livrée,2620
TXN002741,2023-08-17 08:00:00,Igname,14,819,CLI0490,Tône,Savanes,Vente directe,Espèces,Livrée,11466
TXN002742,2023-08-17 10:00:00,Arachide,24,430,CLI0375_DUP,Sokodé,Centrale,Grossiste,Crédit,En cours,10320
TXN002743,2023-08-17 12:00:00,Manioc,68,1402,CLI0117,Niamtougou,Kara,Vente directe,Chèque,Livrée,95336
TXN002744,2023-08-17 14:00:00,Sorgho,52,1577,CLI0257,Dapaong,Savanes,Grossiste,Espèces,Livrée,82004
TXN002745,2023-08-17 16:00:00,Maïs,48,2091,CLI0428,Tône,Savanes,Marché local,Espèces,Livrée,100368
TXN002746,2023-08-17 18:00:00,Arachide,88,602,CLI0115,Atakpamé,Plateaux,Marché local,Chèque,Retardée,52976
TXN002747,2023-08-17 20:00:00,Arachide,47,2368,CLI0494,Cinkassé,Savanes,Marché local,Chèque,En cours,111296
TXN002748,2023-08-17 22:00:00,Soja,60,584,CLI0062,Sokodé,Centrale,Vente directe,Virement,Annulée,35040
TXN002749,2023-08-18 00:00:00,Arachide,73,1963,CLI0497,Kpalimé,Plateaux,Export,Espèces,En cours,143299
TXN002750,2023-08-18 02:00:00,Haricot,3,1648,CLI0080,Cinkassé,Savanes,Grossiste,Mobile Money,En cours,4944
TXN002751,2023-08-18 04:00:00,Igname,9,1390,CLI0485,Dapaong,Savanes,Vente directe,Virement,En cours,12510
TXN002752,2023-08-18 06:00:00,Haricot,82,588,CLI0022,Bassar,Centrale,Marché local,Espèces,Livrée,48216
TXN002753,2023-08-18 08:00:00,Arachide,83,1746,CLI0324,Sokodé,Centrale,Export,Chèque,Livrée,144918
TXN002754,2023-08-18 10:00:00,Igname,24,1973,CLI0496_DUP,Kara,Kara,Vente directe,Chèque,En cours,47352
TXN002755,2023-08-18 12:00:00,Igname,4,989,CLI0261,Atakpamé,Plateaux,Grossiste,Mobile Money,Livrée,3956
TXN002756,2023-08-18 14:00:00,Maïs,9,1694,CLI0129,Cinkassé,Savanes,Marché local,Espèces,Livrée,15246
TXN002757,2023-08-18 16:00:00,Soja,97,1747,CLI0284,Kara,Kara,Grossiste,Crédit,Retardée,169459
TXN002758,2023-08-18 18:00:00,Riz,1,2300,CLI0047,Bassar,Centrale,Marché local,Virement,En cours,2300
TXN002759,2023-08-18 20:00:00,Manioc,35,1020,CLI0188,Cinkassé,Savanes,Marché local,Espèces,Annulée,35700
TXN002760,2023-08-18 22:00:00,Sorgho,74,1244,CLI0019,Kara,Kara,Coopérative,Crédit,Retardée,92056
TXN002761,2023-08-19 00:00:00,Riz,12,1242,CLI0008,Tône,Savanes,Grossiste,Chèque,Livrée,14904
TXN002762,2023-08-19 02:00:00,Soja,18,2079,CLI0037,Bassar,Centrale,Export,Chèque,Livrée,37422
TXN002763,2023-08-19 04:00:00,Haricot,78,1061,CLI0072,Dapaong,Savanes,Marché local,Crédit,En cours,82758
TXN002764,2023-08-19 06:00:00,Haricot,10,1679,CLI0381,Tchamba,Centrale,Export,Crédit,Livrée,16790
TXN002765,2023-08-19 08:00:00,Haricot,74,1994,CLI0266,Sokodé,Centrale,Vente directe,Mobile Money,Livrée,147556
TXN002766,2023-08-19 10:00:00,Maïs,18,1663,CLI0067,Atakpamé,Plateaux,Marché local,Espèces,Livrée,29934
TXN002767,2023-08-19 12:00:00,Igname,24,2107,CLI0064,Dapaong,Savanes,Marché local,Chèque,Livrée,50568
TXN002768,2023-08-19 14:00:00,Haricot,1,2305,CLI0030,Tchamba,Centrale,Marché local,Virement,Livrée,2305
TXN002769,2023-08-19 16:00:00,Sorgho,94,950,CLI0016,Tchamba,Centrale,Export,Chèque,En cours,89300
TXN002770,2023-08-19 18:00:00,Manioc,79,1516,CLI0278,Niamtougou,Kara,Coopérative,Espèces,En cours,119764
TXN002771,2023-08-19 20:00:00,Arachide,72,381,CLI0277,Kara,Kara,Grossiste,Crédit,Livrée,27432
TXN002772,2023-08-19 22:00:00,Arachide,99,2104,CLI0221,Niamtougou,Kara,Marché local,Mobile Money,En cours,208296
TXN002773,2023-08-20 00:00:00,Riz,82,1160,CLI0193,Atakpamé,Plateaux,Grossiste,Chèque,En cours,95120
TXN002774,2023-08-20 02:00:00,Manioc,16,304,CLI0024,Kpalimé,Plateaux,Grossiste,Mobile Money,Livrée,4864
TXN002775,2023-08-20 04:00:00,Soja,85,1484,CLI0141,Sokodé,Centrale,Grossiste,Crédit,Livrée,126140
TXN002776,2023-08-20 06:00:00,Manioc,15,1189,CLI0026,Bassar,Centrale,Export,Espèces,Livrée,17835
TXN002777,2023-08-20 08:00:00,Maïs,62,683,CLI0098,Kpalimé,Plateaux,Grossiste,Chèque,Livrée,42346
TXN002778,2023-08-20 10:00:00,Riz,5,1925,CLI0276,Aného,Maritime,Vente directe,Espèces,Annulée,9625
TXN002779,2023-08-20 12:00:00,Riz,45,2376,CLI0243,Kpalimé,Plateaux,Export,Virement,Livrée,106920
TXN002780,2023-08-20 14:00:00,Maïs,52,906,CLI0433,Sokodé,Centrale,Export,Espèces,Livrée,47112
TXN002781,2023-08-20 16:00:00,Manioc,71,219,CLI0009,Cinkassé,Savanes,Vente directe,Crédit,Livrée,15549
TXN002782,2023-08-20 18:00:00,Haricot,7,951,CLI0272,Bassar,Centrale,Coopérative,Crédit,Livrée,6657
TXN002783,2023-08-20 20:00:00,Maïs,27,434,CLI0032,Niamtougou,Kara,Coopérative,Virement,Retardée,11718
TXN002784,2023-08-20 22:00:00,Haricot,89,1820,CLI0479,Bassar,Centrale,Marché local,Espèces,Livrée,161980
TXN002785,2023-08-21 00:00:00,Sorgho,86,805,CLI0128,Bassar,Centrale,Coopérative,Crédit,Annulée,69230
TXN002786,2023-08-21 02:00:00,Maïs,13,753,CLI0017,Kpalimé,Plateaux,Marché local,Crédit,Livrée,9789
TXN002787,2023-08-21 04:00:00,Haricot,17,2099,CLI0473,Sokodé,Centrale,Grossiste,Crédit,Livrée,35683
TXN002788,2023-08-21 06:00:00,Manioc,44,785,CLI0301,Kpalimé,Plateaux,Marché local,Crédit,Livrée,34540
TXN002789,2023-08-21 08:00:00,Haricot,13,1183,CLI0042,Tchamba,Centrale,Coopérative,Mobile Money,Annulée,15379
TXN002790,2023-08-21 10:00:00,Maïs,90,1850,CLI0052,Sokodé,Centrale,Marché local,Chèque,En cours,166500
TXN002791,2023-08-21 12:00:00,Soja,73,622,CLI0188,Tchamba,Centrale,Export,Mobile Money,Livrée,45406
TXN002792,2023-08-21 14:00:00,Arachide,5,2253,CLI0151,Atakpamé,Plateaux,Coopérative,Crédit,Livrée,11265
TXN002793,2023-08-21 16:00:00,Maïs,33,657,CLI0244,Cinkassé,Savanes,Marché local,Espèces,Livrée,21681
TXN002794,2023-08-21 18:00:00,Arachide,4,2114,CLI0491,Cinkassé,Savanes,Coopérative,Mobile Money,Livrée,8456
TXN002795,2023-08-21 20:00:00,Maïs,92,1045,CLI0127,Aného,Maritime,Vente directe,Virement,Livrée,96140
TXN002796,2023-08-21 22:00:00,Manioc,26,750,CLI0409,Cinkassé,Savanes,Coopérative,Chèque,Annulée,19500
TXN002797,2023-08-22 00:00:00,Sorgho,68,1620,CLI0344,Kara,Kara,Vente directe,Espèces,Retardée,110160
TXN002798,2023-08-22 02:00:00,Sorgho,16,2194,CLI0098,Kara,Kara,Marché local,Mobile Money,Annulée,35104
TXN002799,2023-08-22 04:00:00,Arachide,22,2258,CLI0068,Bassar,Centrale,Vente directe,Chèque,Livrée,49676
TXN002800,2023-08-22 06:00:00,Igname,36,1845,CLI0028,Kara,Kara,Coopérative,Mobile Money,Annulée,66420
TXN002801,2023-08-22 08:00:00,Igname,58,696,CLI0029,Tône,Savanes,Export,Virement,Livrée,40368
TXN002802,2023-08-22 10:00:00,Manioc,55,2290,CLI0212,Kara,Kara,Vente directe,Crédit,Livrée,125950
TXN002803,2023-08-22 12:00:00,Haricot,35,738,CLI0480,Sokodé,Centrale,Coopérative,Virement,Livrée,25830
TXN002804,2023-08-22 14:00:00,Manioc,25,767,CLI0072,Niamtougou,Kara,Export,Crédit,Livrée,19175
TXN002805,2023-08-22 16:00:00,Igname,72,320,CLI0491,Cinkassé,Savanes,Grossiste,Chèque,Livrée,23040
TXN002806,2023-08-22 18:00:00,Manioc,81,515,CLI0110,Kara,Kara,Vente directe,Mobile Money,Livrée,41715
TXN002807,2023-08-22 20:00:00,Soja,61,1338,CLI0113,Cinkassé,Savanes,Vente directe,Mobile Money,Livrée,81618
TXN002808,2023-08-22 22:00:00,Riz,18,820,CLI0397,Tône,Savanes,Marché local,Virement,Livrée,14760
TXN002809,2023-08-23 00:00:00,Igname,58,653,CLI0232,Tône,Savanes,Grossiste,Espèces,En cours,37874
TXN002810,2023-08-23 02:00:00,Igname,76,811,CLI0043,Cinkassé,Savanes,Marché local,Chèque,Livrée,61636
TXN002811,2023-08-23 04:00:00,Maïs,57,1743,CLI0265,Atakpamé,Plateaux,Marché local,Crédit,Livrée,99351
TXN002812,2023-08-23 06:00:00,Manioc,97,1158,CLI0046,Tône,Savanes,Coopérative,Chèque,Livrée,112326
TXN002813,2023-08-23 08:00:00,Manioc,87,2208,CLI0225,Lomé,Maritime,Marché local,Virement,Livrée,192096
TXN002814,2023-08-23 10:00:00,Manioc,63,846,CLI0101,Aného,Maritime,Vente directe,Mobile Money,Livrée,53298
TXN002815,2023-08-23 12:00:00,Sorgho,12,962,CLI0281,Kara,Kara,Marché local,Crédit,Retardée,11544
TXN002816,2023-08-23 14:00:00,Manioc,11,1560,CLI0238,Cinkassé,Savanes,Export,Crédit,En cours,17160
TXN002817,2023-08-23 16:00:00,Igname,13,439,CLI0246,Sokodé,Centrale,Vente directe,Crédit,Livrée,5707
TXN002818,2023-08-23 18:00:00,Maïs,35,1609,CLI0099,Atakpamé,Plateaux,Coopérative,Crédit,Livrée,56315
TXN002819,2023-08-23 20:00:00,Haricot,27,1368,CLI0200,Sokodé,Centrale,Marché local,Chèque,Livrée,36936
TXN002820,2023-08-23 22:00:00,Haricot,89,2251,CLI0256,Dapaong,Savanes,Export,Chèque,Livrée,200339
TXN002821,2023-08-24 00:00:00,Manioc,67,396,CLI0437,Kara,Kara,Export,Virement,En cours,26532
TXN002822,2023-08-24 02:00:00,Maïs,89,460,CLI0494,Kpalimé,Plateaux,Vente directe,Mobile Money,Livrée,40940
TXN002823,2023-08-24 04:00:00,Soja,45,1994,CLI0436,Atakpamé,Plateaux,Marché local,Mobile Money,Annulée,89730
TXN002824,2023-08-24 06:00:00,Haricot,74,2157,CLI0024,Cinkassé,Savanes,Export,Chèque,Livrée,159618
TXN002825,2023-08-24 08:00:00,Igname,81,293,CLI0363,Niamtougou,Kara,Marché local,Virement,Livrée,23733
TXN002826,2023-08-24 10:00:00,Riz,67,1480,CLI0270,Tône,Savanes,Vente directe,Espèces,Retardée,99160
TXN002827,2023-08-24 12:00:00,Sorgho,22,335,CLI0228,Tône,Savanes,Grossiste,Crédit,En cours,7370
TXN002828,2023-08-24 14:00:00,Maïs,78,2203,CLI0128,Kpalimé,Plateaux,Export,Mobile Money,Livrée,171834
TXN002829,2023-08-24 16:00:00,Haricot,91,1401,CLI0058,Tône,Savanes,Coopérative,Crédit,Livrée,127491
TXN002830,2023-08-24 18:00:00,Haricot,42,2359,CLI0325,Tône,Savanes,Marché local,Mobile Money,Livrée,99078
TXN002831,2023-08-24 20:00:00,Arachide,20,1487,CLI0106,Dapaong,Savanes,Vente directe,Espèces,Livrée,29740
TXN002832,2023-08-24 22:00:00,Soja,48,568,CLI0437,Kpalimé,Plateaux,Vente directe,Mobile Money,Livrée,27264
TXN002833,2023-08-25 00:00:00,Riz,18,1135,CLI0085,Atakpamé,Plateaux,Coopérative,Espèces,Livrée,20430
TXN002834,2023-08-25 02:00:00,Riz,77,967,CLI0002,Kara,Kara,Grossiste,Mobile Money,Livrée,74459
TXN002835,2023-08-25 04:00:00,Riz,70,872,CLI0437,Atakpamé,Plateaux,Marché local,Chèque,Annulée,61040
TXN002836,2023-08-25 06:00:00,Igname,74,710,CLI0451,Cinkassé,Savanes,Grossiste,Crédit,Livrée,52540
TXN002837,2023-08-25 08:00:00,Maïs,93,912,CLI0441,Tchamba,Centrale,Vente directe,Virement,Livrée,84816
TXN002838,2023-08-25 10:00:00,Soja,6,1019,CLI0222,Sokodé,Centrale,Export,Virement,Livrée,6114
TXN002839,2023-08-25 12:00:00,Manioc,39,744,CLI0025,Dapaong,Savanes,Grossiste,Mobile Money,Livrée,29016
TXN002840,2023-08-25 14:00:00,Arachide,11,2320,CLI0035,Bassar,Centrale,Export,Virement,En cours,25520
TXN002841,2023-08-25 16:00:00,Soja,25,703,CLI0343,Lomé,Maritime,Coopérative,Crédit,Livrée,17575
TXN002842,2023-08-25 18:00:00,Soja,94,1004,CLI0366,Dapaong,Savanes,Vente directe,Chèque,Livrée,94376
TXN002843,2023-08-25 20:00:00,Haricot,55,909,CLI0336,Tône,Savanes,Export,Chèque,En cours,49995
TXN002844,2023-08-25 22:00:00,Soja,84,587,CLI0433,Tône,Savanes,Marché local,Espèces,Livrée,49308
TXN002845,2023-08-26 00:00:00,Maïs,58,439,CLI0457,Tône,Savanes,Vente directe,Virement,Livrée,25462
TXN002846,2023-08-26 02:00:00,Arachide,37,1297,CLI0479,Lomé,Maritime,Coopérative,Crédit,Livrée,47989
TXN002847,2023-08-26 04:00:00,Maïs,16,2278,CLI0398,Tchamba,Centrale,Marché local,Virement,Livrée,36448
TXN002848,2023-08-26 06:00:00,Arachide,95,1539,CLI0343,Tchamba,Centrale,Vente directe,Crédit,Livrée,146205
TXN002849,2023-08-26 08:00:00,Arachide,93,267,CLI0280,Atakpamé,Plateaux,Grossiste,Espèces,Livrée,24831
TXN002850,2023-08-26 10:00:00,Haricot,70,2143,CLI0352,Cinkassé,Savanes,Vente directe,Virement,Annulée,150010
TXN002851,2023-08-26 12:00:00,Maïs,93,1919,CLI0197,Bassar,Centrale,Marché local,Chèque,Livrée,178467
TXN002852,2023-08-26 14:00:00,Arachide,96,1872,CLI0225,Tchamba,Centrale,Export,Espèces,Livrée,179712
TXN002853,2023-08-26 16:00:00,Soja,73,490,CLI0047,Kara,Kara,Export,Virement,Livrée,35770
TXN002854,2023-08-26 18:00:00,Maïs,37,1174,CLI0185,Aného,Maritime,Vente directe,Chèque,Livrée,43438
TXN002855,2023-08-26 20:00:00,Arachide,53,2271,CLI0162,Atakpamé,Plateaux,Vente directe,Chèque,Livrée,120363
TXN002856,2023-08-26 22:00:00,Igname,87,614,CLI0295,Tchamba,Centrale,Coopérative,Crédit,Livrée,53418
TXN002857,2023-08-27 00:00:00,Riz,16,1050,CLI0092,Atakpamé,Plateaux,Grossiste,Chèque,Livrée,16800
TXN002858,2023-08-27 02:00:00,Maïs,18,2348,CLI0168,Cinkassé,Savanes,Coopérative,Mobile Money,Livrée,42264
TXN002859,2023-08-27 04:00:00,Haricot,19,745,CLI0258,Dapaong,Savanes,Coopérative,Virement,Annulée,14155
TXN002860,2023-08-27 06:00:00,Igname,44,2286,CLI0309,Tône,Savanes,Export,Virement,Livrée,100584
